"Madison, North Carolina",town,"http://dbpedia.org/resource/Madison,_North_Carolina",-79.9691696167,36.3869438171
"Madison, Ohio",village,"http://dbpedia.org/resource/Madison,_Ohio",-81.0530548096,41.7716674805
"Madison, Pennsylvania",borough,"http://dbpedia.org/resource/Madison,_Pennsylvania",-79.6794433594,40.2486114502
"Madison, South Dakota",city,"http://dbpedia.org/resource/Madison,_South_Dakota",-97.1147232056,44.0077781677
"Madison, Tennessee",village,"http://dbpedia.org/resource/Madison,_Tennessee",-86.7138900757,36.256111145
"Madison, Virginia",town,"http://dbpedia.org/resource/Madison,_Virginia",-78.2580566406,38.3808326721
"Madison, West Virginia",city,"http://dbpedia.org/resource/Madison,_West_Virginia",-81.8183364868,38.0619430542
"Madison, Wisconsin",capital,"http://dbpedia.org/resource/Madison,_Wisconsin",-89.4000015259,43.0666656494
"Georgetown, Arkansas",town,"http://dbpedia.org/resource/Georgetown,_Arkansas",-91.4533309937,35.1277770996
"Georgetown, California",CDP,"http://dbpedia.org/resource/Georgetown,_California",-120.8386077881,38.9069442749
"Georgetown, Colorado",town,"http://dbpedia.org/resource/Georgetown,_Colorado",-105.6958312988,39.7125015259
